13.05,-10.35,-11.61,46.86,-12.44,-14.27,-33.77,-8.93,-1.22,2.66,-11.49,-11.54,50.16,-14.97,-20.66,-38.65,-9.55,-4.63,
13.20,-11.74,-13.15,46.84,-12.43,-14.24,-33.74,-8.93,-1.20,2.69,-11.49,-11.55,50.18,-14.99,-20.70,-38.68,-9.56,-4.65,
13.22,-12.22,-13.68,46.84,-12.43,-14.24,-33.74,-8.93,-1.20,2.69,-11.49,-11.55,50.18,-14.99,-20.70,-38.68,-9.56,-4.65,
13.22,-12.22,-13.68,46.84,-12.42,-14.23,-33.76,-8.48,-0.73,2.69,-11.49,-11.55,50.18,-14.99,-20.71,-38.69,-9.56,-4.66,
13.19,-12.22,-13.67,46.82,-12.41,-14.19,-33.90,-7.17,0.57,2.72,-11.49,-11.55,50.20,-15.01,-20.75,-38.71,-9.56,-4.68,
13.11,-12.21,-13.64,46.77,-12.38,-14.11,-34.29,-5.17,2.47,2.80,-11.49,-11.55,50.24,-15.06,-20.86,-38.78,-9.57,-4.74,
12.97,-12.19,-13.59,46.67,-12.32,-13.95,-35.00,-2.68,4.67,2.95,-11.49,-11.56,50.33,-15.14,-21.05,-38.91,-9.60,-4.84,
12.75,-12.17,-13.52,46.52,-12.23,-13.71,-36.06,0.03,6.83,3.18,-11.50,-11.58,50.46,-15.27,-21.36,-39.10,-9.64,-5.01,
12.46,-12.13,-13.42,46.31,-12.12,-13.38,-37.47,2.66,8.62,3.49,-11.51,-11.61,50.64,-15.46,-21.79,-39.37,-9.69,-5.24,
12.09,-12.09,-13.30,46.04,-11.97,-12.97,-39.17,4.91,9.74,3.88,-11.52,-11.64,50.86,-15.70,-22.33,-39.70,-9.76,-5.53,
11.65,-12.04,-13.16,45.73,-11.81,-12.50,-41.07,6.51,9.98,4.33,-11.53,-11.68,51.12,-15.98,-22.98,-40.08,-9.84,-5.88,
11.16,-11.99,-13.02,45.38,-11.64,-11.99,-43.05,7.24,9.17,4.84,-11.55,-11.74,51.40,-16.31,-23.71,-40.50,-9.94,-6.27,
10.64,-11.94,-12.87,45.00,-11.46,-11.46,-45.00,6.97,7.27,5.37,-11.57,-11.81,51.69,-16.67,-24.49,-40.93,-10.05,-6.69,
10.13,-11.89,-12.74,44.62,-11.29,-10.94,-46.83,5.68,4.33,5.90,-11.60,-11.88,51.98,-17.04,-25.30,-41.36,-10.16,-7.12,
9.63,-11.85,-12.61,44.25,-11.13,-10.46,-48.46,3.46,0.50,6.40,-11.63,-11.96,52.25,-17.40,-26.08,-41.76,-10.27,-7.54,
9.19,-11.81,-12.50,43.92,-11.00,-10.03,-49.84,0.47,-4.00,6.85,-11.65,-12.03,52.49,-17.74,-26.80,-42.12,-10.38,-7.92,
8.81,-11.78,-12.42,43.63,-10.89,-9.67,-50.97,-3.04,-8.92,7.24,-11.67,-12.10,52.69,-18.04,-27.43,-42.42,-10.47,-8.26,
8.50,-11.76,-12.35,43.40,-10.80,-9.39,-51.82,-6.81,-13.94,7.54,-11.69,-12.16,52.86,-18.28,-27.93,-42.66,-10.55,-8.52,
8.28,-11.74,-12.30,43.23,-10.74,-9.18,-52.43,-10.52,-18.72,7.77,-11.71,-12.20,52.97,-18.46,-28.31,-42.83,-10.61,-8.72,
8.13,-11.73,-12.27,43.12,-10.70,-9.05,-52.81,-13.84,-22.89,7.91,-11.72,-12.23,53.05,-18.58,-28.55,-42.95,-10.64,-8.85,
8.06,-11.73,-12.26,43.06,-10.68,-8.98,-53.02,-16.46,-26.11,7.99,-11.72,-12.24,53.09,-18.64,-28.69,-43.01,-10.66,-8.92,
8.03,-11.73,-12.25,43.04,-10.67,-8.96,-53.10,-18.12,-28.09,8.02,-11.72,-12.25,53.10,-18.67,-28.74,-43.03,-10.67,-8.95,
8.02,-11.73,-12.25,43.04,-10.67,-8.96,-53.11,-18.67,-28.74,8.02,-11.73,-12.25,53.10,-18.67,-28.74,-43.03,-10.67,-8.95,
8.02,-11.72,-12.25,43.03,-10.67,-8.95,-53.11,-18.67,-28.74,8.03,-11.73,-12.25,53.10,-18.11,-28.09,-43.04,-10.67,-8.96,
7.99,-11.72,-12.24,43.01,-10.66,-8.92,-53.09,-18.64,-28.69,8.06,-11.73,-12.26,53.02,-16.46,-26.11,-43.06,-10.68,-8.98,
7.91,-11.72,-12.23,42.95,-10.64,-8.85,-53.05,-18.58,-28.55,8.13,-11.73,-12.27,52.81,-13.84,-22.89,-43.12,-10.70,-9.05,
7.77,-11.71,-12.20,42.83,-10.61,-8.72,-52.97,-18.46,-28.31,8.28,-11.74,-12.30,52.43,-10.52,-18.72,-43.23,-10.74,-9.18,
7.54,-11.69,-12.16,42.66,-10.55,-8.52,-52.86,-18.28,-27.93,8.50,-11.76,-12.35,51.82,-6.81,-13.94,-43.40,-10.80,-9.39,
7.24,-11.67,-12.10,42.42,-10.47,-8.26,-52.69,-18.04,-27.43,8.81,-11.78,-12.42,50.97,-3.04,-8.92,-43.63,-10.89,-9.67,
6.85,-11.65,-12.03,42.12,-10.38,-7.92,-52.49,-17.74,-26.80,9.19,-11.81,-12.50,49.84,0.47,-4.00,-43.92,-11.00,-10.03,
6.40,-11.63,-11.96,41.76,-10.27,-7.54,-52.25,-17.40,-26.08,9.63,-11.85,-12.61,48.46,3.46,0.50,-44.25,-11.13,-10.46,
5.90,-11.60,-11.88,41.36,-10.16,-7.12,-51.98,-17.04,-25.30,10.13,-11.89,-12.74,46.83,5.68,4.33,-44.62,-11.29,-10.94,
5.37,-11.57,-11.81,40.93,-10.05,-6.69,-51.69,-16.67,-24.49,10.64,-11.94,-12.87,45.00,6.97,7.27,-45.00,-11.46,-11.46,
4.84,-11.55,-11.74,40.50,-9.94,-6.27,-51.40,-16.31,-23.71,11.16,-11.99,-13.02,43.05,7.24,9.17,-45.38,-11.64,-11.99,
4.33,-11.53,-11.68,40.08,-9.84,-5.88,-51.12,-15.98,-22.97,11.65,-12.04,-13.16,41.07,6.51,9.98,-45.73,-11.81,-12.49,
3.88,-11.52,-11.64,39.70,-9.76,-5.53,-50.86,-15.70,-22.33,12.09,-12.09,-13.30,39.17,4.91,9.74,-46.04,-11.97,-12.97,
3.49,-11.51,-11.60,39.37,-9.69,-5.24,-50.64,-15.46,-21.79,12.46,-12.13,-13.42,37.47,2.66,8.62,-46.31,-12.12,-13.38,
3.18,-11.50,-11.58,39.10,-9.64,-5.01,-50.46,-15.27,-21.36,12.75,-12.17,-13.52,36.06,0.03,6.83,-46.52,-12.23,-13.71,
2.95,-11.49,-11.56,38.91,-9.60,-4.84,-50.33,-15.14,-21.05,12.97,-12.19,-13.59,35.00,-2.68,4.67,-46.67,-12.32,-13.95,
2.80,-11.49,-11.55,38.78,-9.57,-4.73,-50.24,-15.06,-20.85,13.11,-12.21,-13.64,34.29,-5.17,2.47,-46.77,-12.38,-14.11,
2.72,-11.49,-11.55,38.71,-9.56,-4.68,-50.20,-15.01,-20.75,13.19,-12.22,-13.67,33.90,-7.17,0.57,-46.82,-12.41,-14.19,
2.69,-11.49,-11.55,38.69,-9.56,-4.66,-50.18,-14.99,-20.71,13.21,-12.22,-13.68,33.76,-8.48,-0.73,-46.84,-12.42,-14.23,
2.69,-11.49,-11.55,38.69,-9.56,-4.66,-50.18,-14.99,-20.71,13.22,-12.22,-13.68,33.74,-8.93,-1.20,-46.84,-12.42,-14.23,
2.69,-11.49,-11.55,38.68,-9.56,-4.65,-50.18,-14.99,-20.70,13.20,-11.74,-13.15,33.74,-8.93,-1.20,-46.84,-12.43,-14.24,
2.66,-11.49,-11.54,38.65,-9.55,-4.63,-50.16,-14.97,-20.66,13.05,-10.35,-11.61,33.77,-8.93,-1.22,-46.86,-12.44,-14.27,
2.58,-11.49,-11.54,38.59,-9.54,-4.57,-50.11,-14.93,-20.55,12.68,-8.19,-9.23,33.85,-8.94,-1.27,-46.92,-12.47,-14.36,
2.43,-11.48,-11.53,38.46,-9.52,-4.47,-50.03,-14.84,-20.36,11.97,-5.49,-6.26,33.99,-8.95,-1.35,-47.01,-12.53,-14.52,
2.20,-11.48,-11.52,38.26,-9.48,-4.31,-49.89,-14.72,-20.06,10.88,-2.53,-3.00,34.21,-8.97,-1.48,-47.16,-12.62,-14.77,
1.89,-11.47,-11.50,37.99,-9.44,-4.09,-49.71,-14.55,-19.65,9.37,0.42,0.21,34.51,-9.00,-1.67,-47.37,-12.75,-15.11,
1.50,-11.47,-11.48,37.64,-9.38,-3.82,-49.48,-14.34,-19.15,7.46,3.06,3.07,34.88,-9.03,-1.90,-47.62,-12.91,-15.55,
1.04,-11.46,-11.47,37.23,-9.32,-3.51,-49.20,-14.10,-18.58,5.20,5.16,5.33,35.32,-9.08,-2.18,-47.91,-13.11,-16.08,
0.53,-11.46,-11.46,36.78,-9.25,-3.17,-48.89,-13.85,-17.95,2.67,6.50,6.77,35.79,-9.13,-2.49,-48.23,-13.34,-16.67,
0.00,-11.46,-11.46,36.29,-9.19,-2.83,-48.56,-13.59,-17.30,0.00,6.97,7.27,36.29,-9.19,-2.83,-48.56,-13.59,-17.30,
-0.53,-11.46,-11.46,35.79,-9.13,-2.49,-48.23,-13.34,-16.67,-2.67,6.50,6.77,36.78,-9.25,-3.17,-48.89,-13.85,-17.95,
-1.04,-11.46,-11.47,35.32,-9.08,-2.18,-47.91,-13.11,-16.08,-5.20,5.16,5.33,37.23,-9.32,-3.51,-49.20,-14.10,-18.58,
-1.50,-11.47,-11.49,34.88,-9.03,-1.90,-47.62,-12.91,-15.55,-7.46,3.06,3.07,37.64,-9.38,-3.82,-49.48,-14.34,-19.15,
-1.89,-11.47,-11.50,34.51,-9.00,-1.67,-47.37,-12.75,-15.11,-9.37,0.42,0.21,37.99,-9.44,-4.09,-49.71,-14.55,-19.65,
-2.20,-11.48,-11.52,34.21,-8.97,-1.48,-47.16,-12.62,-14.77,-10.88,-2.53,-3.00,38.26,-9.48,-4.31,-49.89,-14.72,-20.06,
-2.43,-11.48,-11.53,33.99,-8.95,-1.35,-47.01,-12.53,-14.52,-11.97,-5.49,-6.25,38.46,-9.52,-4.47,-50.03,-14.84,-20.35,
-2.58,-11.49,-11.54,33.85,-8.94,-1.27,-46.92,-12.47,-14.36,-12.68,-8.19,-9.23,38.59,-9.54,-4.57,-50.11,-14.93,-20.55,
-2.66,-11.49,-11.54,33.77,-8.93,-1.22,-46.86,-12.44,-14.27,-13.05,-10.35,-11.61,38.65,-9.55,-4.63,-50.16,-14.97,-20.66,
-2.69,-11.49,-11.55,33.74,-8.93,-1.20,-46.84,-12.43,-14.24,-13.20,-11.74,-13.15,38.68,-9.56,-4.65,-50.18,-14.99,-20.70,
-2.69,-11.49,-11.55,33.74,-8.93,-1.20,-46.84,-12.43,-14.24,-13.22,-12.22,-13.68,38.68,-9.56,-4.65,-50.18,-14.99,-20.70,
-2.69,-11.49,-11.55,33.76,-8.48,-0.73,-46.84,-12.42,-14.23,-13.22,-12.22,-13.68,38.69,-9.56,-4.66,-50.18,-14.99,-20.71,
-2.72,-11.49,-11.55,33.90,-7.17,0.57,-46.82,-12.41,-14.19,-13.19,-12.22,-13.67,38.71,-9.56,-4.68,-50.20,-15.01,-20.75,
-2.80,-11.49,-11.55,34.29,-5.17,2.47,-46.77,-12.38,-14.11,-13.11,-12.21,-13.64,38.78,-9.57,-4.73,-50.24,-15.06,-20.86,
-2.95,-11.49,-11.56,35.00,-2.68,4.67,-46.67,-12.32,-13.95,-12.97,-12.19,-13.59,38.91,-9.60,-4.84,-50.33,-15.14,-21.05,
-3.18,-11.50,-11.58,36.06,0.03,6.83,-46.52,-12.23,-13.71,-12.75,-12.17,-13.52,39.10,-9.64,-5.01,-50.46,-15.27,-21.36,
-3.49,-11.51,-11.61,37.47,2.66,8.62,-46.31,-12.12,-13.38,-12.46,-12.13,-13.42,39.37,-9.69,-5.24,-50.64,-15.46,-21.79,
-3.88,-11.52,-11.64,39.17,4.91,9.74,-46.04,-11.97,-12.97,-12.09,-12.09,-13.30,39.70,-9.76,-5.53,-50.86,-15.70,-22.33,
-4.33,-11.53,-11.68,41.07,6.51,9.98,-45.73,-11.81,-12.50,-11.65,-12.04,-13.16,40.08,-9.84,-5.88,-51.12,-15.98,-22.97,
-4.84,-11.55,-11.74,43.05,7.24,9.17,-45.38,-11.64,-11.99,-11.16,-11.99,-13.02,40.50,-9.94,-6.27,-51.40,-16.31,-23.71,
-5.37,-11.57,-11.81,45.00,6.97,7.27,-45.00,-11.46,-11.46,-10.64,-11.94,-12.87,40.93,-10.05,-6.69,-51.69,-16.67,-24.49,
-5.90,-11.60,-11.88,46.83,5.68,4.33,-44.62,-11.29,-10.94,-10.13,-11.89,-12.74,41.36,-10.16,-7.12,-51.98,-17.04,-25.30,
-6.40,-11.63,-11.96,48.46,3.46,0.50,-44.25,-11.13,-10.46,-9.63,-11.85,-12.61,41.76,-10.27,-7.54,-52.25,-17.40,-26.08,
-6.85,-11.65,-12.03,49.84,0.47,-4.00,-43.92,-11.00,-10.03,-9.19,-11.81,-12.50,42.12,-10.38,-7.92,-52.49,-17.74,-26.80,
-7.24,-11.67,-12.10,50.97,-3.04,-8.92,-43.63,-10.89,-9.67,-8.81,-11.78,-12.42,42.42,-10.47,-8.26,-52.69,-18.04,-27.43,
-7.54,-11.69,-12.16,51.82,-6.81,-13.94,-43.40,-10.80,-9.39,-8.50,-11.76,-12.35,42.66,-10.55,-8.52,-52.86,-18.28,-27.93,
-7.77,-11.71,-12.20,52.43,-10.52,-18.72,-43.23,-10.74,-9.18,-8.28,-11.74,-12.30,42.83,-10.61,-8.72,-52.97,-18.46,-28.31,
-7.91,-11.72,-12.23,52.81,-13.84,-22.89,-43.12,-10.70,-9.05,-8.13,-11.73,-12.27,42.95,-10.64,-8.85,-53.05,-18.58,-28.55,
-7.99,-11.72,-12.24,53.02,-16.46,-26.11,-43.06,-10.68,-8.98,-8.06,-11.73,-12.26,43.01,-10.66,-8.92,-53.09,-18.64,-28.69,
-8.02,-11.72,-12.25,53.10,-18.12,-28.10,-43.04,-10.67,-8.96,-8.03,-11.73,-12.25,43.03,-10.67,-8.95,-53.10,-18.67,-28.74,
-8.02,-11.73,-12.25,53.11,-18.67,-28.74,-43.04,-10.67,-8.96,-8.02,-11.73,-12.25,43.03,-10.67,-8.95,-53.10,-18.67,-28.74,
-8.03,-11.73,-12.25,53.11,-18.67,-28.74,-43.03,-10.67,-8.95,-8.02,-11.72,-12.25,43.04,-10.67,-8.96,-53.10,-18.11,-28.09,
-8.06,-11.73,-12.26,53.09,-18.64,-28.69,-43.01,-10.66,-8.92,-7.99,-11.72,-12.24,43.06,-10.68,-8.98,-53.02,-16.46,-26.11,
-8.13,-11.73,-12.27,53.05,-18.58,-28.55,-42.95,-10.64,-8.85,-7.91,-11.72,-12.23,43.12,-10.70,-9.05,-52.81,-13.84,-22.89,
-8.28,-11.74,-12.30,52.97,-18.46,-28.31,-42.83,-10.61,-8.72,-7.77,-11.71,-12.20,43.23,-10.74,-9.18,-52.43,-10.52,-18.72,
-8.50,-11.76,-12.35,52.86,-18.28,-27.93,-42.66,-10.55,-8.52,-7.54,-11.69,-12.16,43.40,-10.80,-9.39,-51.82,-6.81,-13.94,
-8.81,-11.78,-12.42,52.69,-18.04,-27.43,-42.42,-10.47,-8.26,-7.24,-11.67,-12.10,43.63,-10.89,-9.67,-50.97,-3.04,-8.92,
-9.19,-11.81,-12.50,52.49,-17.74,-26.80,-42.12,-10.38,-7.92,-6.85,-11.65,-12.03,43.92,-11.00,-10.03,-49.84,0.47,-4.00,
-9.63,-11.85,-12.61,52.25,-17.40,-26.07,-41.76,-10.27,-7.54,-6.40,-11.63,-11.96,44.25,-11.13,-10.46,-48.46,3.46,0.50,
-10.13,-11.89,-12.74,51.98,-17.04,-25.30,-41.36,-10.16,-7.12,-5.90,-11.60,-11.88,44.62,-11.29,-10.94,-46.83,5.68,4.33,
-10.64,-11.94,-12.87,51.69,-16.67,-24.49,-40.93,-10.05,-6.69,-5.37,-11.57,-11.81,45.00,-11.46,-11.46,-45.00,6.97,7.27,
-11.16,-11.99,-13.02,51.40,-16.31,-23.71,-40.50,-9.94,-6.27,-4.84,-11.55,-11.74,45.38,-11.64,-11.99,-43.05,7.24,9.17,
-11.65,-12.04,-13.16,51.12,-15.98,-22.97,-40.08,-9.84,-5.88,-4.33,-11.53,-11.68,45.73,-11.81,-12.50,-41.07,6.51,9.98,
-12.09,-12.09,-13.30,50.86,-15.70,-22.33,-39.70,-9.76,-5.53,-3.88,-11.52,-11.64,46.04,-11.97,-12.97,-39.17,4.91,9.74,
-12.46,-12.13,-13.42,50.64,-15.46,-21.79,-39.37,-9.69,-5.24,-3.49,-11.51,-11.60,46.31,-12.12,-13.38,-37.47,2.66,8.62,
-12.75,-12.17,-13.52,50.46,-15.27,-21.36,-39.10,-9.64,-5.01,-3.18,-11.50,-11.58,46.52,-12.23,-13.71,-36.06,0.03,6.83,
-12.97,-12.19,-13.59,50.33,-15.14,-21.05,-38.91,-9.60,-4.84,-2.95,-11.49,-11.56,46.67,-12.32,-13.95,-35.00,-2.68,4.67,
-13.11,-12.21,-13.64,50.24,-15.06,-20.85,-38.78,-9.57,-4.73,-2.80,-11.49,-11.55,46.77,-12.38,-14.11,-34.29,-5.17,2.47,
-13.19,-12.22,-13.67,50.20,-15.01,-20.75,-38.71,-9.56,-4.68,-2.72,-11.49,-11.55,46.82,-12.41,-14.19,-33.90,-7.17,0.57,
-13.21,-12.22,-13.68,50.18,-14.99,-20.71,-38.69,-9.56,-4.66,-2.69,-11.49,-11.55,46.84,-12.42,-14.23,-33.76,-8.48,-0.73,
-13.22,-12.22,-13.68,50.18,-14.99,-20.71,-38.69,-9.56,-4.66,-2.69,-11.49,-11.55,46.84,-12.42,-14.23,-33.74,-8.93,-1.20
