13.20,-12.22,-13.67,33.76,-8.48,-0.73,-53.10,-18.66,-28.71,13.20,-11.74,-13.15,33.76,-8.93,-1.21,-53.10,-18.11,-28.09,
13.05,-12.20,-13.62,33.90,-7.17,0.57,-53.02,-18.53,-28.46,13.05,-10.35,-11.61,33.91,-8.95,-1.30,-53.02,-16.46,-26.11,
12.68,-12.16,-13.49,34.29,-5.17,2.47,-52.81,-18.22,-27.80,12.68,-8.19,-9.23,34.29,-8.98,-1.53,-52.81,-13.84,-22.89,
11.97,-12.08,-13.26,35.00,-2.68,4.67,-52.43,-17.65,-26.61,11.97,-5.49,-6.26,35.00,-9.05,-1.97,-52.43,-10.52,-18.72,
10.88,-11.96,-12.94,36.06,0.03,6.83,-51.82,-16.84,-24.86,10.88,-2.53,-3.00,36.06,-9.16,-2.67,-51.82,-6.81,-13.94,
9.37,-11.83,-12.55,37.47,2.66,8.62,-50.97,-15.82,-22.60,9.37,0.42,0.21,37.47,-9.35,-3.69,-50.97,-3.04,-8.92,
7.46,-11.69,-12.14,39.17,4.91,9.74,-49.84,-14.67,-19.95,7.46,3.06,3.07,39.17,-9.65,-5.07,-49.84,0.47,-4.00,
5.20,-11.57,-11.79,41.07,6.51,9.98,-48.46,-13.51,-17.09,5.20,5.16,5.33,41.07,-10.09,-6.84,-48.46,3.46,0.50,
2.67,-11.49,-11.55,43.05,7.24,9.17,-46.83,-12.41,-14.21,2.67,6.50,6.77,43.05,-10.68,-8.97,-46.83,5.68,4.33,
0.00,-11.46,-11.46,45.00,6.97,7.27,-45.00,-11.46,-11.46,0.00,6.97,7.27,45.00,-11.46,-11.46,-45.00,6.97,7.27,
-2.67,-11.49,-11.55,46.83,5.68,4.33,-43.05,-10.68,-8.97,-2.67,6.50,6.77,46.83,-12.41,-14.21,-43.05,7.24,9.17,
-5.20,-11.57,-11.79,48.46,3.46,0.50,-41.07,-10.08,-6.83,-5.20,5.16,5.33,48.46,-13.51,-17.09,-41.07,6.51,9.98,
-7.46,-11.69,-12.14,49.84,0.47,-4.00,-39.17,-9.65,-5.07,-7.46,3.06,3.07,49.84,-14.67,-19.95,-39.17,4.91,9.74,
-9.37,-11.83,-12.55,50.97,-3.04,-8.92,-37.47,-9.35,-3.69,-9.37,0.42,0.21,50.97,-15.82,-22.60,-37.47,2.66,8.62,
-10.88,-11.96,-12.94,51.82,-6.81,-13.94,-36.06,-9.16,-2.67,-10.88,-2.53,-3.00,51.82,-16.84,-24.86,-36.06,0.03,6.83,
-11.97,-12.08,-13.26,52.43,-10.52,-18.72,-35.00,-9.05,-1.97,-11.97,-5.49,-6.25,52.43,-17.65,-26.61,-35.00,-2.68,4.67,
-12.68,-12.16,-13.49,52.81,-13.84,-22.89,-34.29,-8.98,-1.53,-12.68,-8.19,-9.23,52.81,-18.22,-27.80,-34.29,-5.17,2.47,
-13.05,-12.20,-13.62,53.02,-16.46,-26.11,-33.90,-8.95,-1.30,-13.05,-10.35,-11.61,53.02,-18.53,-28.46,-33.90,-7.17,0.57,
-13.20,-12.22,-13.67,53.10,-18.12,-28.10,-33.76,-8.93,-1.21,-13.20,-11.74,-13.15,53.10,-18.65,-28.71,-33.76,-8.48,-0.73,
-13.22,-12.22,-13.68,53.11,-18.67,-28.74,-33.74,-8.93,-1.20,-13.22,-12.22,-13.68,53.11,-18.67,-28.75,-33.74,-8.93,-1.20
